Teff log_g Mass Mbol BC U B V R I J H Ks Y J_1 H_1 K W1 W2 W3 W4 S36 S45 S58 S80 u g r i z g_1 r_1 i_1 z_1 y G2 G2_BP G2_RP G3 G3_BP G3_RP FUV NUV Age
60000.0 8.5 0.975 4.763 -5.126 8.26 9.575 9.889 10.046 10.244 10.667 10.791 10.895 10.552 10.648 10.761 10.873 10.952 10.985 11.001 10.953 10.96 10.981 10.999 11.006 9.103 9.581 10.124 10.514 10.87 9.645 10.129 10.524 10.818 11.032 9.83 9.568 10.163 9.839 9.657 10.19 7.646 8.294 0.8829
65000.0 8.5 0.98 4.41 -5.405 8.174 9.494 9.815 9.972 10.171 10.596 10.721 10.825 10.481 10.577 10.691 10.802 10.881 10.913 10.925 10.876 10.889 10.91 10.927 10.932 9.017 9.502 10.05 10.441 10.798 9.567 10.055 10.452 10.746 10.961 9.754 9.489 10.09 9.762 9.579 10.117 7.54 8.199 0.6825
70000.0 8.5 0.984 4.083 -5.663 8.096 9.421 9.747 9.905 10.105 10.531 10.656 10.76 10.415 10.512 10.627 10.738 10.816 10.847 10.857 10.805 10.824 10.844 10.86 10.864 8.939 9.431 9.982 10.375 10.732 9.497 9.987 10.385 10.679 10.895 9.684 9.417 10.023 9.692 9.507 10.05 7.445 8.113 0.5398
75000.0 8.5 0.989 3.779 -5.904 8.024 9.353 9.683 9.842 10.043 10.471 10.596 10.7 10.354 10.451 10.567 10.678 10.755 10.785 10.793 10.741 10.763 10.782 10.798 10.801 8.867 9.364 9.919 10.313 10.67 9.431 9.924 10.324 10.618 10.834 9.619 9.35 9.96 9.627 9.441 9.988 7.357 8.034 0.4322
80000.0 8.5 0.993 3.494 -6.13 7.957 9.29 9.624 9.783 9.986 10.414 10.54 10.643 10.297 10.394 10.51 10.621 10.698 10.728 10.733 10.681 10.706 10.724 10.74 10.743 8.8 9.302 9.859 10.255 10.613 9.37 9.865 10.265 10.56 10.776 9.558 9.288 9.902 9.566 9.379 9.929 7.276 7.96 0.3479
85000.0 8.5 0.998 3.226 -6.342 7.895 9.231 9.568 9.727 9.931 10.36 10.486 10.59 10.243 10.34 10.457 10.568 10.644 10.673 10.677 10.625 10.652 10.67 10.685 10.687 8.738 9.244 9.804 10.2 10.558 9.312 9.809 10.211 10.506 10.722 9.501 9.229 9.847 9.509 9.321 9.874 7.201 7.891 0.2805
90000.0 8.5 1.002 2.972 -6.542 7.836 9.174 9.514 9.674 9.879 10.309 10.436 10.539 10.192 10.289 10.406 10.517 10.593 10.621 10.624 10.573 10.6 10.618 10.633 10.634 8.679 9.188 9.751 10.148 10.506 9.257 9.756 10.158 10.454 10.67 9.446 9.173 9.794 9.454 9.265 9.822 7.13 7.827 0.2258
100000.0 8.5 1.011 2.505 -6.909 7.726 9.069 9.415 9.576 9.782 10.213 10.34 10.444 10.095 10.193 10.311 10.422 10.497 10.524 10.526 10.476 10.504 10.521 10.535 10.536 8.569 9.085 9.651 10.05 10.41 9.155 9.657 10.061 10.357 10.574 9.345 9.07 9.696 9.353 9.162 9.724 6.999 7.707 0.1444
110000.0 8.5 1.02 2.082 -7.241 7.626 8.973 9.323 9.484 9.692 10.125 10.252 10.356 10.006 10.105 10.223 10.334 10.409 10.435 10.436 10.389 10.416 10.432 10.445 10.446 8.469 8.99 9.56 9.96 10.32 9.06 9.565 9.971 10.268 10.485 9.251 8.975 9.606 9.259 9.067 9.634 6.881 7.599 0.0
120000.0 8.5 1.029 1.695 -7.542 7.533 8.884 9.237 9.4 9.608 10.042 10.17 10.274 9.924 10.022 10.141 10.251 10.326 10.352 10.353 10.309 10.333 10.349 10.362 10.363 8.376 8.902 9.475 9.876 10.237 8.973 9.48 9.887 10.184 10.401 9.165 8.886 9.522 9.172 8.979 9.549 6.773 7.499 0.0
130000.0 8.5 1.037 1.338 -7.819 7.447 8.801 9.157 9.32 9.53 9.965 10.093 10.197 9.846 9.944 10.064 10.174 10.249 10.275 10.276 10.236 10.256 10.272 10.284 10.285 8.29 8.82 9.395 9.797 10.159 8.891 9.401 9.808 10.106 10.323 9.083 8.803 9.443 9.091 8.897 9.47 6.672 7.406 0.0
140000.0 8.5 1.045 1.008 -8.073 7.366 8.722 9.081 9.245 9.456 9.892 10.021 10.124 9.772 9.871 9.991 10.102 10.176 10.202 10.205 10.168 10.183 10.199 10.211 10.213 8.209 8.743 9.32 9.723 10.085 8.814 9.326 9.734 10.032 10.25 9.007 8.726 9.369 9.015 8.819 9.396 6.579 7.319 0.0
150000.0 8.5 1.053 0.7 -8.31 7.29 8.649 9.01 9.175 9.386 9.823 9.952 10.056 9.703 9.802 9.922 10.033 10.107 10.133 10.138 10.104 10.114 10.13 10.143 10.145 8.133 8.67 9.249 9.653 10.015 8.742 9.255 9.664 9.963 10.181 8.935 8.653 9.298 8.942 8.746 9.326 6.492 7.238 0.0
1500.0 9.0 1.194 21.814 1.115 24.932 22.816 20.7 20.702 22.97 22.953 22.637 23.735 23.029 22.882 22.508 23.699 19.377 18.61 17.706 16.861 19.074 18.617 18.543 18.218 25.942 21.751 20.554 23.12 22.753 21.427 20.626 23.191 22.835 22.584 21.239 21.148 21.72 21.281 21.156 21.785 58.804 35.462 8459.0
1750.0 9.0 1.194 21.145 1.029 24.278 22.274 20.116 19.965 21.8 21.986 21.868 22.858 22.067 21.909 21.747 22.819 18.98 18.289 17.465 16.696 18.702 18.295 18.217 17.918 25.266 21.21 19.834 21.988 21.762 20.881 19.904 22.048 21.795 21.715 20.546 20.512 20.774 20.583 20.518 20.833 57.261 34.586 8421.0
2000.0 9.0 1.194 20.565 0.855 23.671 21.82 19.709 19.375 20.622 21.032 21.141 22.046 21.094 20.954 21.026 22.005 18.607 17.988 17.227 16.529 18.352 17.994 17.914 17.632 24.643 20.804 19.289 20.843 20.751 20.483 19.343 20.89 20.742 20.823 19.968 20.041 19.888 19.998 20.047 19.937 55.585 33.607 8390.0
2250.0 9.0 1.194 20.053 0.651 23.178 21.453 19.402 18.926 19.61 20.068 20.395 21.211 20.134 19.993 20.287 21.168 18.217 17.674 16.973 16.341 17.988 17.68 17.598 17.334 24.127 20.473 18.904 19.903 19.853 20.163 18.94 19.935 19.822 19.991 19.489 19.696 19.17 19.514 19.701 19.207 53.934 32.772 8360.0
2500.0 9.0 1.194 19.596 0.459 22.689 21.097 19.137 18.543 18.811 19.284 19.691 20.45 19.373 19.215 19.599 20.408 17.831 17.365 16.734 16.147 17.626 17.369 17.299 17.058 23.615 20.168 18.596 19.143 19.14 19.872 18.614 19.165 19.093 19.326 19.061 19.405 18.571 19.081 19.411 18.6 52.66 32.008 8330.0
2750.0 9.0 1.194 19.182 0.269 22.307 20.807 18.913 18.233 18.18 18.615 19.086 19.662 18.698 18.553 19.005 19.622 17.477 17.067 16.473 15.941 17.301 17.073 16.986 16.762 23.217 19.911 18.357 18.56 18.556 19.626 18.363 18.573 18.505 18.75 18.7 19.17 18.089 18.716 19.176 18.111 51.281 31.341 8297.0
3000.0 9.0 1.194 18.804 0.101 21.918 20.526 18.703 17.961 17.653 18.024 18.528 18.979 18.086 17.969 18.457 18.942 17.15 16.792 16.23 15.742 16.999 16.799 16.703 16.493 22.812 19.665 18.15 18.084 18.052 19.391 18.147 18.089 18.004 18.23 18.373 18.955 17.673 18.387 18.961 17.69 49.967 30.645 8258.0
3250.0 9.0 1.194 18.456 -0.034 21.513 20.227 18.491 17.719 17.237 17.494 18.003 18.36 17.532 17.446 17.94 18.326 16.842 16.532 15.993 15.545 16.714 16.54 16.436 16.236 22.396 19.407 17.955 17.711 17.635 19.147 17.948 17.711 17.597 17.773 18.081 18.741 17.327 18.096 18.747 17.341 48.633 29.939 8207.0
3500.0 9.0 1.194 18.134 -0.147 21.1 19.925 18.282 17.506 16.918 16.991 17.472 17.762 17.017 16.949 17.416 17.731 16.528 16.264 15.745 15.337 16.422 16.273 16.164 15.97 21.976 19.148 17.771 17.423 17.296 18.902 17.762 17.419 17.276 17.373 17.829 18.531 17.046 17.845 18.538 17.057 47.151 29.207 8132.0
3750.0 9.0 1.194 17.835 -0.226 20.662 19.604 18.061 17.307 16.678 16.534 16.952 17.193 16.584 16.496 16.902 17.165 16.213 15.99 15.492 15.131 16.126 15.999 15.888 15.7 21.533 18.871 17.583 17.198 17.038 18.641 17.573 17.192 17.035 17.056 17.605 18.309 16.818 17.622 18.316 16.829 45.52 28.424 8030.0
4000.0 9.0 1.194 17.554 -0.274 20.198 19.262 17.829 17.114 16.483 16.141 16.448 16.636 16.251 16.104 16.405 16.609 15.886 15.695 15.232 14.941 15.816 15.704 15.592 15.415 21.065 18.579 17.388 17.006 16.832 18.366 17.379 16.999 16.841 16.813 17.395 18.074 16.623 17.414 18.083 16.635 43.731 27.585 7896.0
4250.0 9.0 1.194 17.291 -0.294 19.694 18.896 17.585 16.918 16.307 15.834 15.982 16.109 16.01 15.794 15.946 16.083 15.558 15.387 14.988 14.798 15.501 15.396 15.288 15.131 20.558 18.266 17.184 16.824 16.656 18.073 17.175 16.818 16.669 16.621 17.187 17.823 16.442 17.206 17.833 16.454 41.764 26.695 7777.0
4500.0 9.0 1.194 17.043 -0.287 19.157 18.513 17.33 16.714 16.135 15.61 15.578 15.647 15.827 15.568 15.548 15.62 15.25 15.096 14.801 14.706 15.205 15.105 15.008 14.888 20.015 17.94 16.97 16.643 16.49 17.767 16.962 16.637 16.504 16.454 16.972 17.557 16.262 16.992 17.568 16.275 38.609 25.733 7659.0
4750.0 9.0 1.194 16.808 -0.26 18.602 18.122 17.068 16.504 15.961 15.441 15.261 15.269 15.668 15.399 15.237 15.241 14.987 14.858 14.679 14.64 14.952 14.865 14.792 14.72 19.453 17.607 16.748 16.459 16.327 17.453 16.741 16.453 16.339 16.297 16.75 17.28 16.08 16.77 17.293 16.094 34.853 24.727 7528.0
5000.0 9.0 1.194 16.585 -0.217 18.055 17.735 16.802 16.287 15.784 15.297 15.042 14.994 15.518 15.256 15.023 14.965 14.79 14.696 14.595 14.58 14.766 14.701 14.654 14.615 18.9 17.273 16.52 16.269 16.163 17.139 16.515 16.265 16.171 16.141 16.521 16.996 15.894 16.541 17.01 15.908 31.261 23.776 7365.0
5250.0 9.0 1.194 16.373 -0.17 17.546 17.369 16.543 16.075 15.611 15.166 14.888 14.816 15.374 15.126 14.87 14.785 14.66 14.594 14.531 14.525 14.643 14.596 14.567 14.543 18.386 16.952 16.297 16.085 16.004 16.835 16.292 16.081 16.009 15.991 16.295 16.717 15.712 16.315 16.734 15.727 29.74 22.814 7155.0
5500.0 9.0 1.194 16.171 -0.128 17.071 17.029 16.299 15.874 15.446 15.044 14.77 14.696 15.238 15.005 14.752 14.666 14.569 14.519 14.477 14.473 14.556 14.521 14.5 14.484 17.906 16.652 16.085 15.908 15.851 16.551 16.082 15.905 15.853 15.847 16.079 16.453 15.539 16.098 16.472 15.555 28.714 22.021 6829.0
6000.0 9.0 1.195 15.793 -0.077 16.242 16.44 15.87 15.519 15.154 14.83 14.583 14.527 14.997 14.793 14.565 14.498 14.434 14.405 14.387 14.39 14.427 14.405 14.395 14.388 17.071 16.131 15.714 15.596 15.582 16.055 15.712 15.595 15.578 15.594 15.694 15.983 15.233 15.712 16.007 15.25 27.207 20.662 5727.0
6500.0 9.0 1.195 15.445 -0.074 15.562 15.968 15.519 15.228 14.915 14.654 14.436 14.401 14.799 14.618 14.417 14.373 14.333 14.318 14.319 14.32 14.329 14.318 14.315 14.315 16.389 15.709 15.412 15.34 15.361 15.652 15.41 15.34 15.352 15.386 15.373 15.594 14.983 15.391 15.624 15.0 25.853 19.4 4989.0
7000.0 9.0 1.195 15.122 -0.104 15.04 15.589 15.226 14.985 14.715 14.507 14.315 14.299 14.633 14.473 14.294 14.272 14.253 14.249 14.26 14.253 14.251 14.249 14.252 14.257 15.868 15.365 15.158 15.126 15.176 15.322 15.157 15.127 15.164 15.212 15.104 15.27 14.773 15.122 15.306 14.791 24.643 18.237 4544.0
7500.0 9.0 1.196 14.823 -0.148 14.636 15.273 14.971 14.77 14.537 14.378 14.211 14.212 14.486 14.346 14.19 14.185 14.183 14.188 14.2 14.189 14.183 14.188 14.194 14.2 15.465 15.071 14.935 14.936 15.011 15.038 14.934 14.938 14.996 15.057 14.867 14.993 14.586 14.885 15.032 14.605 23.493 17.299 4164.0
8000.0 9.0 1.196 14.542 -0.197 14.308 15.0 14.739 14.572 14.372 14.261 14.12 14.133 14.349 14.231 14.098 14.107 14.117 14.127 14.137 14.126 14.118 14.126 14.133 14.138 15.139 14.813 14.73 14.761 14.859 14.786 14.729 14.763 14.84 14.914 14.653 14.746 14.414 14.669 14.788 14.433 22.321 16.577 3822.0
8500.0 9.0 1.196 14.279 -0.246 14.032 14.757 14.525 14.387 14.217 14.152 14.036 14.06 14.222 14.125 14.013 14.034 14.05 14.064 14.076 14.067 14.053 14.064 14.071 14.076 14.863 14.58 14.539 14.596 14.715 14.557 14.539 14.599 14.694 14.78 14.454 14.522 14.252 14.471 14.566 14.272 21.12 16.008 3514.0
9000.0 9.0 1.196 14.03 -0.295 13.791 14.537 14.325 14.214 14.071 14.051 13.958 13.99 14.103 14.026 13.934 13.963 13.985 14.003 14.018 14.012 13.988 14.003 14.011 14.017 14.624 14.366 14.361 14.441 14.581 14.346 14.36 14.444 14.557 14.655 14.269 14.317 14.1 14.286 14.362 14.12 20.003 15.546 3230.0
9500.0 9.0 1.197 13.795 -0.341 13.576 14.335 14.136 14.05 13.934 13.956 13.883 13.922 13.991 13.933 13.859 13.896 13.921 13.942 13.962 13.959 13.924 13.943 13.951 13.959 14.41 14.168 14.193 14.294 14.455 14.15 14.192 14.298 14.428 14.537 14.096 14.126 13.957 14.113 14.172 13.978 19.037 15.158 2974.0
10000.0 9.0 1.197 13.572 -0.386 13.38 14.148 13.958 13.896 13.804 13.866 13.812 13.856 13.886 13.846 13.787 13.83 13.857 13.882 13.908 13.908 13.861 13.883 13.893 13.904 14.214 13.984 14.035 14.156 14.336 13.966 14.034 14.161 14.306 14.427 13.933 13.947 13.823 13.95 13.995 13.844 18.211 14.823 2744.0
10500.0 9.0 1.197 13.36 -0.431 13.198 13.975 13.791 13.752 13.684 13.783 13.745 13.794 13.789 13.765 13.719 13.767 13.795 13.822 13.855 13.859 13.799 13.824 13.835 13.848 14.033 13.813 13.887 14.027 14.226 13.795 13.886 14.032 14.194 14.325 13.781 13.781 13.698 13.797 13.829 13.719 17.473 14.525 2536.0
11000.0 9.0 1.197 13.158 -0.482 13.032 13.817 13.64 13.622 13.576 13.706 13.683 13.736 13.702 13.69 13.656 13.709 13.736 13.765 13.802 13.81 13.74 13.767 13.777 13.793 13.868 13.657 13.752 13.911 14.127 13.639 13.752 13.917 14.093 14.234 13.642 13.63 13.585 13.659 13.679 13.607 16.719 14.258 2344.0
11500.0 9.0 1.197 12.965 -0.544 12.883 13.678 13.509 13.51 13.483 13.64 13.628 13.685 13.627 13.625 13.601 13.657 13.684 13.713 13.753 13.765 13.688 13.716 13.726 13.742 13.719 13.52 13.637 13.811 14.043 13.504 13.636 13.818 14.006 14.155 13.522 13.498 13.488 13.539 13.548 13.51 15.943 14.022 2170.0
12000.0 9.0 1.198 12.78 -0.618 12.749 13.558 13.397 13.414 13.404 13.583 13.579 13.639 13.563 13.568 13.552 13.612 13.639 13.669 13.712 13.727 13.643 13.672 13.682 13.699 13.586 13.403 13.538 13.727 13.971 13.387 13.538 13.734 13.933 14.088 13.419 13.384 13.406 13.435 13.434 13.428 15.265 13.814 2009.0
12500.0 9.0 1.198 12.602 -0.699 12.628 13.451 13.301 13.332 13.337 13.532 13.536 13.599 13.507 13.518 13.509 13.572 13.6 13.631 13.677 13.696 13.604 13.634 13.644 13.663 13.465 13.3 13.453 13.655 13.908 13.286 13.453 13.662 13.869 14.029 13.329 13.284 13.335 13.345 13.335 13.357 14.718 13.624 1863.0
13000.0 9.0 1.198 12.432 -0.785 12.519 13.356 13.217 13.26 13.277 13.487 13.498 13.563 13.457 13.474 13.47 13.536 13.566 13.597 13.647 13.667 13.57 13.601 13.611 13.632 13.356 13.208 13.379 13.592 13.854 13.196 13.378 13.599 13.813 13.978 13.249 13.195 13.273 13.266 13.248 13.295 14.271 13.449 1727.0
13500.0 9.0 1.198 12.267 -0.877 12.424 13.273 13.144 13.198 13.227 13.449 13.465 13.532 13.415 13.435 13.437 13.505 13.536 13.569 13.62 13.641 13.541 13.572 13.583 13.604 13.262 13.129 13.315 13.538 13.807 13.118 13.314 13.546 13.766 13.934 13.181 13.118 13.22 13.197 13.171 13.242 13.884 13.288 1600.0
14000.0 9.0 1.199 12.109 -0.977 12.348 13.206 13.086 13.149 13.188 13.418 13.438 13.507 13.382 13.404 13.41 13.48 13.513 13.545 13.596 13.618 13.517 13.548 13.56 13.58 13.186 13.065 13.263 13.496 13.77 13.054 13.263 13.504 13.729 13.899 13.126 13.056 13.177 13.142 13.11 13.2 13.517 13.149 1479.0
14500.0 9.0 1.199 11.957 -1.082 12.286 13.152 13.039 13.109 13.156 13.393 13.416 13.486 13.354 13.379 13.388 13.459 13.493 13.525 13.576 13.598 13.497 13.528 13.54 13.56 13.124 13.012 13.222 13.462 13.74 13.003 13.222 13.47 13.698 13.871 13.081 13.005 13.143 13.097 13.06 13.166 13.189 13.029 1368.0
15000.0 9.0 1.199 11.809 -1.183 12.222 13.096 12.992 13.069 13.123 13.367 13.394 13.465 13.326 13.353 13.366 13.438 13.473 13.505 13.555 13.577 13.477 13.508 13.519 13.539 13.061 12.959 13.181 13.428 13.71 12.951 13.181 13.436 13.668 13.842 13.036 12.955 13.109 13.052 13.01 13.132 12.934 12.91 1262.0
15500.0 9.0 1.199 11.667 -1.276 12.154 13.037 12.942 13.027 13.089 13.339 13.37 13.442 13.297 13.325 13.342 13.415 13.451 13.483 13.533 13.556 13.456 13.486 13.498 13.517 12.993 12.903 13.137 13.392 13.678 12.896 13.137 13.4 13.635 13.811 12.987 12.9 13.072 13.003 12.956 13.095 12.73 12.791 1166.0
16000.0 9.0 1.2 11.529 -1.363 12.082 12.974 12.891 12.982 13.052 13.31 13.345 13.418 13.265 13.296 13.317 13.391 13.429 13.461 13.51 13.533 13.434 13.463 13.475 13.495 12.921 12.844 13.091 13.353 13.644 12.839 13.091 13.361 13.6 13.778 12.937 12.843 13.033 12.953 12.9 13.056 12.554 12.675 1075.0
16500.0 9.0 1.2 11.395 -1.446 12.007 12.911 12.84 12.937 13.015 13.28 13.318 13.393 13.232 13.266 13.29 13.366 13.405 13.438 13.487 13.511 13.411 13.44 13.452 13.471 12.846 12.784 13.044 13.313 13.608 12.782 13.044 13.322 13.564 13.744 12.886 12.786 12.993 12.901 12.844 13.016 12.397 12.564 991.1
17000.0 9.0 1.2 11.265 -1.526 11.931 12.848 12.791 12.892 12.976 13.249 13.291 13.367 13.198 13.235 13.263 13.341 13.381 13.414 13.463 13.488 13.387 13.416 13.429 13.448 12.771 12.726 12.997 13.273 13.572 12.725 12.998 13.282 13.527 13.71 12.835 12.729 12.952 12.85 12.787 12.975 12.252 12.458 911.8
20000.0 9.0 1.202 10.558 -1.961 11.496 12.5 12.519 12.637 12.749 13.058 13.12 13.204 12.992 13.043 13.091 13.179 13.231 13.268 13.327 13.361 13.237 13.269 13.285 13.308 12.337 12.404 12.736 13.039 13.353 12.417 12.737 13.048 13.306 13.497 12.548 12.409 12.712 12.562 12.473 12.737 11.529 11.892 543.2
25000.0 9.0 1.204 9.587 -2.541 10.892 12.015 12.128 12.264 12.409 12.767 12.852 12.95 12.68 12.752 12.822 12.925 12.997 13.044 13.123 13.164 13.005 13.045 13.068 13.097 11.733 11.953 12.356 12.69 13.023 11.982 12.358 12.7 12.974 13.175 12.135 11.954 12.359 12.148 12.026 12.384 10.615 11.131 277.8
30000.0 9.0 1.206 8.793 -2.966 10.358 11.568 11.758 11.906 12.074 12.468 12.572 12.68 12.365 12.453 12.542 12.657 12.742 12.794 12.87 12.898 12.753 12.793 12.819 12.848 11.2 11.535 11.993 12.35 12.695 11.578 11.996 12.36 12.644 12.853 11.744 11.529 12.012 11.755 11.609 12.038 9.948 10.509 164.1
35000.0 9.0 1.208 8.121 -3.358 9.981 11.239 11.479 11.63 11.81 12.219 12.332 12.44 12.109 12.202 12.302 12.417 12.503 12.549 12.6 12.599 12.513 12.546 12.569 12.59 10.823 11.222 11.714 12.083 12.433 11.274 11.717 12.093 12.381 12.593 11.447 11.213 11.741 11.457 11.297 11.767 9.522 10.097 100.9
40000.0 9.0 1.21 7.54 -3.762 9.755 11.035 11.302 11.455 11.641 12.056 12.174 12.28 11.944 12.039 12.144 12.258 12.343 12.385 12.429 12.416 12.352 12.382 12.404 12.421 10.597 11.028 11.536 11.912 12.265 11.084 11.54 11.923 12.213 12.426 11.26 11.016 11.568 11.27 11.102 11.594 9.253 9.845 62.82
45000.0 9.0 1.212 7.026 -4.146 9.594 10.889 11.172 11.327 11.517 11.936 12.056 12.162 11.822 11.918 12.026 12.14 12.224 12.264 12.302 12.28 12.233 12.261 12.282 12.297 10.437 10.887 11.407 11.788 12.142 10.946 11.411 11.798 12.09 12.304 11.125 10.874 11.441 11.134 10.961 11.468 9.056 9.666 38.55
50000.0 9.0 1.215 6.567 -4.502 9.468 10.773 11.068 11.224 11.417 11.839 11.961 12.067 11.724 11.82 11.931 12.044 12.128 12.166 12.199 12.17 12.137 12.163 12.184 12.197 10.311 10.775 11.303 11.687 12.042 10.835 11.308 11.698 11.99 12.205 11.017 10.761 11.339 11.025 10.849 11.366 8.899 9.524 21.98
55000.0 9.0 1.217 6.15 -4.829 9.363 10.675 10.979 11.136 11.331 11.756 11.879 11.985 11.64 11.737 11.849 11.963 12.045 12.082 12.111 12.077 12.054 12.079 12.099 12.111 10.205 10.68 11.215 11.602 11.957 10.742 11.22 11.612 11.905 12.12 10.925 10.666 11.253 10.933 10.755 11.28 8.767 9.406 10.05
60000.0 9.0 1.22 5.77 -5.131 9.271 10.59 10.901 11.059 11.256 11.682 11.806 11.912 11.566 11.663 11.777 11.89 11.972 12.008 12.034 11.995 11.981 12.005 12.025 12.035 10.113 10.596 11.137 11.526 11.882 10.66 11.142 11.537 11.83 12.046 10.844 10.582 11.176 10.852 10.671 11.203 8.653 9.303 3.154
65000.0 9.0 1.222 5.421 -5.411 9.189 10.514 10.831 10.989 11.188 11.616 11.741 11.847 11.499 11.597 11.711 11.825 11.906 11.942 11.964 11.922 11.915 11.938 11.958 11.967 10.032 10.522 11.067 11.458 11.815 10.587 11.072 11.469 11.763 11.979 10.772 10.507 11.108 10.78 10.597 11.135 8.552 9.212 1.25
70000.0 9.0 1.224 5.097 -5.67 9.116 10.445 10.767 10.926 11.127 11.556 11.681 11.787 11.438 11.536 11.652 11.765 11.846 11.881 11.9 11.856 11.855 11.877 11.896 11.904 9.959 10.455 11.004 11.396 11.754 10.52 11.009 11.407 11.701 11.917 10.706 10.439 11.045 10.714 10.53 11.072 8.461 9.131 0.6591
75000.0 9.0 1.226 4.796 -5.913 9.049 10.381 10.709 10.868 11.07 11.5 11.626 11.732 11.382 11.48 11.597 11.71 11.791 11.825 11.842 11.796 11.799 11.821 11.84 11.847 9.892 10.393 10.945 11.339 11.697 10.459 10.95 11.35 11.645 11.861 10.646 10.377 10.988 10.654 10.468 11.015 8.379 9.056 0.4626
80000.0 9.0 1.227 4.514 -6.14 8.987 10.322 10.654 10.814 11.017 11.448 11.575 11.681 11.33 11.428 11.545 11.658 11.739 11.772 11.787 11.74 11.747 11.769 11.787 11.793 9.83 10.335 10.891 11.285 11.644 10.402 10.896 11.296 11.592 11.808 10.59 10.319 10.934 10.598 10.411 10.961 8.303 8.988 0.353
85000.0 9.0 1.229 4.249 -6.353 8.929 10.267 10.602 10.763 10.967 11.399 11.526 11.632 11.281 11.379 11.497 11.61 11.69 11.723 11.736 11.688 11.698 11.719 11.737 11.742 9.772 10.281 10.84 11.235 11.595 10.349 10.845 11.246 11.542 11.759 10.537 10.265 10.883 10.545 10.357 10.911 8.232 8.924 0.2749
90000.0 9.0 1.23 4.0 -6.554 8.874 10.216 10.554 10.715 10.92 11.353 11.48 11.586 11.234 11.333 11.451 11.564 11.644 11.676 11.688 11.64 11.652 11.673 11.69 11.695 9.717 10.23 10.791 11.188 11.548 10.298 10.796 11.199 11.495 11.712 10.487 10.214 10.836 10.495 10.306 10.863 8.166 8.864 0.2175
100000.0 9.0 1.233 3.54 -6.924 8.774 10.12 10.463 10.625 10.832 11.266 11.395 11.501 11.147 11.247 11.365 11.479 11.558 11.589 11.598 11.551 11.566 11.586 11.602 11.606 9.617 10.136 10.701 11.1 11.46 10.205 10.707 11.111 11.408 11.625 10.395 10.12 10.747 10.403 10.212 10.775 8.045 8.754 0.1391
110000.0 9.0 1.236 3.123 -7.258 8.683 10.033 10.381 10.544 10.752 11.187 11.317 11.422 11.068 11.167 11.287 11.4 11.479 11.509 11.517 11.471 11.487 11.506 11.522 11.525 9.526 10.05 10.619 11.019 11.38 10.12 10.625 11.03 11.328 11.545 10.311 10.034 10.666 10.318 10.126 10.694 7.936 8.655 0.0
120000.0 9.0 1.239 2.742 -7.562 8.599 9.952 10.304 10.468 10.677 11.114 11.244 11.35 10.994 11.094 11.214 11.328 11.406 11.435 11.442 11.398 11.414 11.432 11.447 11.45 9.443 9.971 10.543 10.944 11.306 10.041 10.549 10.955 11.253 11.471 10.233 9.954 10.591 10.241 10.047 10.619 7.837 8.564 0.0
130000.0 9.0 1.242 2.392 -7.841 8.522 9.877 10.233 10.397 10.607 11.045 11.176 11.281 10.925 11.025 11.146 11.259 11.337 11.366 11.373 11.331 11.345 11.363 11.378 11.381 9.365 9.897 10.472 10.874 11.237 9.968 10.478 10.885 11.184 11.402 10.16 9.88 10.521 10.168 9.973 10.548 7.745 8.48 0.0
140000.0 9.0 1.245 2.068 -8.098 8.449 9.807 10.166 10.33 10.542 10.981 11.111 11.217 10.86 10.961 11.082 11.195 11.273 11.301 11.308 11.269 11.28 11.298 11.313 11.316 9.293 9.828 10.405 10.809 11.172 9.899 10.411 10.82 11.119 11.337 10.092 9.811 10.455 10.1 9.904 10.482 7.661 8.401 0.0
150000.0 9.0 1.248 1.766 -8.336 8.381 9.741 10.102 10.268 10.48 10.92 11.051 11.156 10.799 10.9 11.021 11.134 11.212 11.24 11.247 11.211 11.219 11.237 11.251 11.254 9.224 9.762 10.342 10.746 11.11 9.834 10.348 10.757 11.057 11.276 10.028 9.745 10.392 10.035 9.839 10.42 7.581 8.328 0.0
